!
!Date: 04/10/2024
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
FAR complex	CPX-1197	is active in	GO:0005741	mitochondrial outer membrane	cellular component		IDA	manually curated	SGD	2021-11-12	Innokentev A, et al. (2020) PMID:33317697
tRNA-intron endonuclease complex	CPX-1832	located in	GO:0005741	mitochondrial outer membrane	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Trotta CR, et al. (1997) PMID:9200603
TOM40 mitochondrial outer membrane translocase core complex	CPX-473	located in	GO:0005741	mitochondrial outer membrane	cellular component		IDA	manually curated	ComplexPortal	2019-11-20	Dekker PJ, et al. (1998) PMID:9774667
TOM40 mitochondrial outer membrane translocase holocomplex	CPX-474	located in	GO:0005741	mitochondrial outer membrane	cellular component		IDA	manually curated	ComplexPortal	2019-11-20	Dekker PJ, et al. (1998) PMID:9774667
FUN14	YAL008W	located in	GO:0005741	mitochondrial outer membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Zahedi RP, et al. (2006) PMID:16407407
FUN14	YAL008W	located in	GO:0005741	mitochondrial outer membrane	cellular component		IDA	manually curated	SGD	2016-07-07	Sinzel M, et al. (2016) PMID:27226123
MDM10	YAL010C	located in	GO:0005741	mitochondrial outer membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Zahedi RP, et al. (2006) PMID:16407407
GEM1	YAL048C	located in	GO:0005741	mitochondrial outer membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Zahedi RP, et al. (2006) PMID:16407407
GEM1	YAL048C	located in	GO:0005741	mitochondrial outer membrane	cellular component		IDA	manually curated	SGD	2005-02-10	Frederick RL, et al. (2004) PMID:15479738
SEN34	YAR008W	located in	GO:0005741	mitochondrial outer membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Zahedi RP, et al. (2006) PMID:16407407
PTH2	YBL057C	located in	GO:0005741	mitochondrial outer membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Zahedi RP, et al. (2006) PMID:16407407
BNA4	YBL098W	located in	GO:0005741	mitochondrial outer membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Zahedi RP, et al. (2006) PMID:16407407
CNM1	YBR063C	is active in	GO:0005741	mitochondrial outer membrane	cellular component		IDA	manually curated	SGD	2022-04-08	Eisenberg-Bord M, et al. (2021) PMID:34694322
EHT1	YBR177C	located in	GO:0005741	mitochondrial outer membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Zahedi RP, et al. (2006) PMID:16407407
FZO1	YBR179C	located in	GO:0005741	mitochondrial outer membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Zahedi RP, et al. (2006) PMID:16407407
FZO1	YBR179C	located in	GO:0005741	mitochondrial outer membrane	cellular component		IDA	manually curated	SGD	2011-01-07	Fritz S, et al. (2001) PMID:11266460
FZO1	YBR179C	located in	GO:0005741	mitochondrial outer membrane	cellular component		IDA	manually curated	SGD	2011-01-07	Rapaport D, et al. (1998) PMID:9685359
FZO1	YBR179C	located in	GO:0005741	mitochondrial outer membrane	cellular component		IDA	manually curated	SGD	2011-01-07	Hermann GJ, et al. (1998) PMID:9786948
OM14	YBR230C	located in	GO:0005741	mitochondrial outer membrane	cellular component		IDA	manually curated	SGD	2006-05-15	Burri L, et al. (2006) PMID:16689936
TSC10	YBR265W	located in	GO:0005741	mitochondrial outer membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Zahedi RP, et al. (2006) PMID:16407407
COI1	YDR381C-A	located in	GO:0005741	mitochondrial outer membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Zahedi RP, et al. (2006) PMID:16407407
UGO1	YDR470C	located in	GO:0005741	mitochondrial outer membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Zahedi RP, et al. (2006) PMID:16407407
UGO1	YDR470C	located in	GO:0005741	mitochondrial outer membrane	cellular component		IDA	manually curated	SGD	2011-09-28	Hoppins S, et al. (2009) PMID:19237599
FMP52	YER004W	located in	GO:0005741	mitochondrial outer membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Zahedi RP, et al. (2006) PMID:16407407
