!
!Date: 04/10/2024
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
FUN14	YAL008W	is active in	GO:0005741	mitochondrial outer membrane	cellular component		IBA with PTN000482219	computational	GO_Central	2024-02-06	Gaudet P, et al (2010)
FUN14	YAL008W	is active in	GO:0005741	mitochondrial outer membrane	cellular component		IBA with FUN14	computational	GO_Central	2024-02-06	Gaudet P, et al (2010)
FUN14	YAL008W	is active in	GO:0005741	mitochondrial outer membrane	cellular component		IBA with Q586B6	computational	GO_Central	2024-02-06	Gaudet P, et al (2010)
FUN14	YAL008W	is active in	GO:0005741	mitochondrial outer membrane	cellular component		IBA with Q8IVP5	computational	GO_Central	2024-02-06	Gaudet P, et al (2010)
MDM10	YAL010C	located in	GO:0005741	mitochondrial outer membrane	cellular component		IEA with KW-1000	computational	UniProt	2024-03-20	UniProt-GOA (2012)
MDM10	YAL010C	located in	GO:0005741	mitochondrial outer membrane	cellular component		IEA with SL-0172	computational	UniProt	2024-03-12	UniProt-GOA (2012)
MDM10	YAL010C	located in	GO:0005741	mitochondrial outer membrane	cellular component		IEA with UR000106107	computational	UniProt	2024-03-12	UniProt Curators (2015)
GEM1	YAL048C	located in	GO:0005741	mitochondrial outer membrane	cellular component		IEA with IPR021181	computational	InterPro	2024-03-12	DDB, et al. (2001)
GEM1	YAL048C	located in	GO:0005741	mitochondrial outer membrane	cellular component		IEA with KW-1000	computational	UniProt	2024-03-20	UniProt-GOA (2012)
GEM1	YAL048C	located in	GO:0005741	mitochondrial outer membrane	cellular component		IEA with SL-0172	computational	UniProt	2024-03-12	UniProt-GOA (2012)
GEM1	YAL048C	is active in	GO:0005741	mitochondrial outer membrane	cellular component		IBA with PTN000633534	computational	GO_Central	2023-03-20	Gaudet P, et al (2010)
GEM1	YAL048C	is active in	GO:0005741	mitochondrial outer membrane	cellular component		IBA with GEM1	computational	GO_Central	2023-03-20	Gaudet P, et al (2010)
GEM1	YAL048C	is active in	GO:0005741	mitochondrial outer membrane	cellular component		IBA with Q8IXI1	computational	GO_Central	2023-03-20	Gaudet P, et al (2010)
