!
!Date: 04/15/2024
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
DNA polymerase zeta complex	CPX-1091	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2018-02-14	Zhang H, et al. (2006) PMID:16452144
Glycine decarboxylase multienzyme complex	CPX-1268	located in	GO:0005739	mitochondrion	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Sinclair DA, et al. (1996) PMID:8830251
Mitochondrial 2-oxoglutarate dehydrogenase complex	CPX-1293	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2018-02-14	Heublein M, et al. (2014) PMID:25165143
Mitochondrial ribonuclease P complex	CPX-1294	located in	GO:0005739	mitochondrion	cellular component		BSR	manually curated	ComplexPortal	2018-02-14	Dang YL and Martin NC (1993) PMID:8366116
bI4 intron splicing factor complex	CPX-1314	located in	GO:0005739	mitochondrion	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Boniecki MT, et al. (2009) PMID:19622748
bI3 intron splicing factor complex	CPX-1331	located in	GO:0005739	mitochondrion	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Bassi GS, et al. (2002) PMID:11773622
Mitochondrial succinyl-CoA synthetase complex	CPX-1379	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2018-02-14	Przybyla-Zawislak B, et al. (1998) PMID:9874242
MICOS mitochondrial contact site and cristae organizing system complex	CPX-140	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2015-06-29	Harner M, et al. (2011) PMID:22009199
UBP3-BRE5 ubiquitin hydrolase complex	CPX-1412	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2018-02-14	Müller M, et al. (2015) PMID:25704822
COX1 pre-assembly complex	CPX-1423	located in	GO:0005739	mitochondrion	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Fontanesi F, et al. (2011) PMID:21068384
FZO1-MGM1-UGO1 complex	CPX-161	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2018-05-13	Sesaki H, et al. (2003) PMID:12808034
Mitochondrial processing peptidase complex	CPX-1630	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2020-10-06	Yang MJ, et al. (1991) PMID:2007593
Endonuclease SceI	CPX-1741	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2018-05-08	Nakagawa K, et al. (1992) PMID:1628629
Mitochondrial sorting and assembly machinery complex	CPX-1744	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2014-10-16	Qiu J, et al. (2013) PMID:23911324
TIM8-TIM13 mitochondrial intermembrane space protein transporter complex	CPX-2371	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2014-10-16	Beverly KN, et al. (2008) PMID:18706423
ISA1-ISA2-IBA57 mitochondrial iron-sulfur protein assembly complex	CPX-2723	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2022-07-11	Gelling C, et al. (2008) PMID:18086897
TIM9-TIM10-TIM12 mitochondrial intermembrane space protein transporter complex	CPX-2950	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2020-08-28	Adam A, et al. (1999) PMID:9889188
Acetolactate synthase complex	CPX-3034	located in	GO:0005739	mitochondrion	cellular component		BSR	manually curated	ComplexPortal	2018-02-17	Lee YT and Duggleby RG (2006) PMID:16390333
Mitochondrial DNA-directed RNA polymerase complex	CPX-3146	located in	GO:0005739	mitochondrion	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Mangus DA, et al. (1994) PMID:7929382
Mitochondrial pyruvate dehydrogenase complex	CPX-3207	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2017-06-02	Gey U, et al. (2008) PMID:18180296
CBP3-CBP6 complex	CPX-384	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2016-04-11	Gruschke S, et al. (2011) PMID:21670217
Mitochondrial NIAUFX iron-sulfur cluster assembly complex	CPX-392	located in	GO:0005739	mitochondrion	cellular component		BSR	manually curated	ComplexPortal	2021-10-13	Saha PP, et al. (2015) PMID:26342079
Glutamyl-tRNA(Gln) amidotransferase complex	CPX-416	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2016-06-22	Frechin M, et al. (2009) PMID:19417106
Mitochondrial isocitrate dehydrogenase complex (NAD+)	CPX-558	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	ComplexPortal	2018-02-01	Keys DA and McAlister-Henn L (1990) PMID:2198251
BOL1-GRX5 iron-sulfur cluster assembly complex	CPX-6928	located in	GO:0005739	mitochondrion	cellular component		BSR	manually curated	ComplexPortal	2021-10-13	Melber A, et al. (2016) PMID:27532773
BOL3-GRX5 iron-sulfur cluster assembly complex	CPX-6930	located in	GO:0005739	mitochondrion	cellular component		BSR	manually curated	ComplexPortal	2021-10-13	Melber A, et al. (2016) PMID:27532773
COX1	Q0045	located in	GO:0005739	mitochondrion	cellular component		HDA	manually curated	SGD	2018-11-19	Reinders J, et al. (2006) PMID:16823961
AI1	Q0050	located in	GO:0005739	mitochondrion	cellular component		IMP	manually curated	SGD	2015-08-27	Gargouri A (2005) PMID:15925309
AI2	Q0055	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	SGD	2015-08-19	Kennell JC, et al. (1993) PMID:7681727
AI3	Q0060	located in	GO:0005739	mitochondrion	cellular component		TAS	manually curated	SGD	2002-11-18	Guo WW, et al. (1995) PMID:7797552
AI4	Q0065	located in	GO:0005739	mitochondrion	cellular component		TAS	manually curated	SGD	2002-11-14	Henke RM, et al. (1995) PMID:7588637
AI5_ALPHA	Q0070	located in	GO:0005739	mitochondrion	cellular component		TAS	manually curated	SGD	2002-11-19	Foury F, et al. (1998) PMID:9872396
AI5_BETA	Q0075	located in	GO:0005739	mitochondrion	cellular component		TAS	manually curated	SGD	2002-11-19	Foury F, et al. (1998) PMID:9872396
ATP8	Q0080	located in	GO:0005739	mitochondrion	cellular component		HDA	manually curated	SGD	2018-11-19	Reinders J, et al. (2006) PMID:16823961
ATP6	Q0085	located in	GO:0005739	mitochondrion	cellular component		HDA	manually curated	SGD	2018-11-19	Reinders J, et al. (2006) PMID:16823961
COB	Q0105	located in	GO:0005739	mitochondrion	cellular component		HDA	manually curated	SGD	2018-11-19	Reinders J, et al. (2006) PMID:16823961
BI2	Q0110	located in	GO:0005739	mitochondrion	cellular component		TAS	manually curated	SGD	2002-11-19	Foury F, et al. (1998) PMID:9872396
BI3	Q0115	located in	GO:0005739	mitochondrion	cellular component		IC with mitochondrial mRNA processing	manually curated	SGD	2018-04-05	Lazowska J, et al. (1989) PMID:2538624
BI4	Q0120	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	SGD	2001-01-18	Banroques J, et al. (1986) PMID:2875797
OLI1	Q0130	located in	GO:0005739	mitochondrion	cellular component		HDA	manually curated	SGD	2018-11-19	Reinders J, et al. (2006) PMID:16823961
VAR1	Q0140	located in	GO:0005739	mitochondrion	cellular component		HDA	manually curated	SGD	2018-11-20	Renvoisé M, et al. (2014) PMID:24769239
VAR1	Q0140	located in	GO:0005739	mitochondrion	cellular component		HDA	manually curated	SGD	2018-11-19	Reinders J, et al. (2006) PMID:16823961
SCEI	Q0160	located in	GO:0005739	mitochondrion	cellular component		TAS	manually curated	SGD	2002-10-02	Pâques F and Haber JE (1999) PMID:10357855
COX2	Q0250	located in	GO:0005739	mitochondrion	cellular component		HDA	manually curated	SGD	2018-11-19	Reinders J, et al. (2006) PMID:16823961
COX2	Q0250	located in	GO:0005739	mitochondrion	cellular component		HDA	manually curated	SGD	2018-11-20	Renvoisé M, et al. (2014) PMID:24769239
Q0255	Q0255	located in	GO:0005739	mitochondrion	cellular component		TAS	manually curated	SGD	2002-11-19	Foury F, et al. (1998) PMID:9872396
COX3	Q0275	located in	GO:0005739	mitochondrion	cellular component		HDA	manually curated	SGD	2018-11-19	Reinders J, et al. (2006) PMID:16823961
COX3	Q0275	located in	GO:0005739	mitochondrion	cellular component		IDA	manually curated	SGD	2014-09-10	Su CH, et al. (2014) PMID:24478450
TFC3	YAL001C	located in	GO:0005739	mitochondrion	cellular component		HDA	manually curated	SGD	2018-11-19	Reinders J, et al. (2006) PMID:16823961
TFC3	YAL001C	located in	GO:0005739	mitochondrion	cellular component		HDA	manually curated	SGD	2018-11-19	Sickmann A, et al. (2003) PMID:14576278
FUN14	YAL008W	located in	GO:0005739	mitochondrion	cellular component		HDA	manually curated	SGD	2018-11-20	Renvoisé M, et al. (2014) PMID:24769239
