!
!Date: 04/07/2024
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
Importin complex, KAP60-KAP95	CPX-1068	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	ComplexPortal	2017-12-12	Enenkel C, et al. (1995) PMID:7622450
UBP3-BRE5 ubiquitin hydrolase complex	CPX-1412	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	ComplexPortal	2018-02-14	Müller M, et al. (2015) PMID:25704822
ATG12-ATG5 complex	CPX-1848	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	ComplexPortal	2016-02-16	Kuma A, et al. (2002) PMID:11897782
GET4-GET5 transmembrane domain recognition complex	CPX-1861	located in	GO:0005829	cytosol	cellular component		BSR	manually curated	ComplexPortal	2018-01-05	Wang F, et al. (2010) PMID:20850366
CFD1-NBP35 Fe-S cluster assembly complex	CPX-385	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	ComplexPortal	2016-04-11	Netz DJ, et al. (2007) PMID:17401378
TAH18-DRE2 complex	CPX-386	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	ComplexPortal	2016-04-11	Vernis L, et al. (2009) PMID:19194512
SSA1	YAL005C	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
FUN12	YAL035W	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
ACS1	YAL054C	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2002-09-20	de Jong-Gubbels P, et al. (1998) PMID:9711835
NUP60	YAR002W	located in	GO:0005829	cytosol	cellular component	exists during cellular response to hypoxia	IDA	manually curated	SGD	2017-04-17	Dastidar RG, et al. (2012) PMID:22932476
RFA1	YAR007C	located in	GO:0005829	cytosol	cellular component	exists during cellular response to hypoxia	IDA	manually curated	SGD	2017-04-17	Dastidar RG, et al. (2012) PMID:22932476
ECM15	YBL001C	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
ACH1	YBL015W	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2002-11-25	de Nobel H, et al. (2001) PMID:11746603
POP8	YBL018C	located in	GO:0005829	cytosol	cellular component	exists during cellular response to hypoxia	IDA	manually curated	SGD	2017-04-17	Dastidar RG, et al. (2012) PMID:22932476
PRE7	YBL041W	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
SEC17	YBL050W	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2010-05-06	Lupashin VV, et al. (1996) PMID:8636207
SHP1	YBL058W	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
KTI11	YBL071W-A	is active in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2022-02-18	Zhang Y, et al. (2021) PMID:34154323
SSA3	YBL075C	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2006-05-11	Satyanarayana C, et al. (2000) PMID:10745074
ILS1	YBL076C	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2003-01-17	Harris CL and Kolanko CJ (1995) PMID:7619074
ATG8	YBL078C	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
SCS22	YBL091C-A	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
ECM21	YBL101C	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
KAP104	YBR017C	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2002-01-25	Aitchison JD, et al. (1996) PMID:8849456
GAL10	YBR019C	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2012-08-09	Majumdar S, et al. (2004) PMID:14764091
RKM3	YBR030W	located in	GO:0005829	cytosol	cellular component	exists during cellular response to hypoxia	IDA	manually curated	SGD	2017-04-17	Dastidar RG, et al. (2012) PMID:22932476
MRX18	YBR056W	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
TIP1	YBR067C	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
SEC18	YBR080C	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
RXT2	YBR095C	located in	GO:0005829	cytosol	cellular component	exists during cellular response to hypoxia	IDA	manually curated	SGD	2017-04-17	Dastidar RG, et al. (2012) PMID:22932476
FES1	YBR101C	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2003-03-21	Kabani M, et al. (2002) PMID:12052876
VID24	YBR105C	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
CCZ1	YBR131W	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
ARA1	YBR149W	is active in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2023-02-03	Kim ST, et al. (1998) PMID:9920381
ARA1	YBR149W	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2003-09-12	Kim ST, et al. (1998) PMID:9920381
APD1	YBR151W	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2021-11-09	Stegmaier K, et al. (2019) PMID:30879301
SPP381	YBR152W	located in	GO:0005829	cytosol	cellular component	exists during cellular response to hypoxia	IDA	manually curated	SGD	2017-04-17	Dastidar RG, et al. (2012) PMID:22932476
ARL1	YBR164C	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
ARL1	YBR164C	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2010-10-19	Liu YW, et al. (2005) PMID:15975906
SMY2	YBR172C	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
SDS24	YBR214W	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
ATG12	YBR217W	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
PYC2	YBR218C	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2005-06-08	Haarasilta S and Taskinen L (1977) PMID:196563
PYC2	YBR218C	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2008-02-01	van Urk H, et al. (1989) PMID:2665820
SWC5	YBR231C	located in	GO:0005829	cytosol	cellular component	exists during cellular response to hypoxia	IDA	manually curated	SGD	2017-04-17	Dastidar RG, et al. (2012) PMID:22932476
ABD1	YBR236C	located in	GO:0005829	cytosol	cellular component	exists during cellular response to hypoxia	IDA	manually curated	SGD	2017-04-17	Dastidar RG, et al. (2012) PMID:22932476
TAE1	YBR261C	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2010-09-16	Webb KJ, et al. (2010) PMID:20481588
HSM3	YBR272C	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2009-06-04	Saeki Y, et al. (2009) PMID:19446323
SNF5	YBR289W	located in	GO:0005829	cytosol	cellular component	exists during cellular response to hypoxia	IDA	manually curated	SGD	2017-04-17	Dastidar RG, et al. (2012) PMID:22932476
YCL002C	YCL002C	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
STP22	YCL008C	located in	GO:0005829	cytosol	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
GBP2	YCL011C	located in	GO:0005829	cytosol	cellular component	exists during cellular response to hypoxia	IDA	manually curated	SGD	2017-04-17	Dastidar RG, et al. (2012) PMID:22932476
LEU2	YCL018W	located in	GO:0005829	cytosol	cellular component		IDA	manually curated	SGD	2012-08-10	Ryan ED, et al. (1973) PMID:4355481
