!
!Date: 04/10/2024
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
BOL1	YAL044W-A	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with PTN000978064	computational	GO_Central	2023-05-17	Gaudet P, et al (2010)
BOL1	YAL044W-A	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with BOL1	computational	GO_Central	2023-05-17	Gaudet P, et al (2010)
BOL1	YAL044W-A	located in	GO:0005759	mitochondrial matrix	cellular component		IEA with SL-0170	computational	UniProt	2024-03-12	UniProt-GOA (2012)
BOL3	YAL046C	located in	GO:0005759	mitochondrial matrix	cellular component		IEA with SL-0170	computational	UniProt	2024-03-12	UniProt-GOA (2012)
BOL3	YAL046C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with PTN001763701	computational	GO_Central	2022-03-31	Gaudet P, et al (2010)
BOL3	YAL046C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with BOL3	computational	GO_Central	2022-03-31	Gaudet P, et al (2010)
FMT1	YBL013W	located in	GO:0005759	mitochondrial matrix	cellular component		IEA with SL-0170	computational	UniProt	2024-03-12	UniProt-GOA (2012)
PIM1	YBL022C	located in	GO:0005759	mitochondrial matrix	cellular component		IEA with SL-0170	computational	UniProt	2024-03-12	UniProt-GOA (2012)
PIM1	YBL022C	located in	GO:0005759	mitochondrial matrix	cellular component		IEA with UR000376739	computational	UniProt	2024-03-12	UniProt Curators (2015)
PIM1	YBL022C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with PTN000005479	computational	GO_Central	2023-11-09	Gaudet P, et al (2010)
PIM1	YBL022C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with 621598	computational	GO_Central	2023-11-09	Gaudet P, et al (2010)
PIM1	YBL022C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with PIM1	computational	GO_Central	2023-11-09	Gaudet P, et al (2010)
PIM1	YBL022C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with P36776	computational	GO_Central	2023-11-09	Gaudet P, et al (2010)
PIM1	YBL022C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with Q59HJ6	computational	GO_Central	2023-11-09	Gaudet P, et al (2010)
ETR1	YBR026C	located in	GO:0005759	mitochondrial matrix	cellular component		IEA with SL-0170	computational	UniProt	2024-03-12	UniProt-GOA (2012)
TCM62	YBR044C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with PTN000143509	computational	GO_Central	2020-02-06	Gaudet P, et al (2010)
TCM62	YBR044C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with SPAC12G12.04	computational	GO_Central	2020-02-06	Gaudet P, et al (2010)
TCM62	YBR044C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with HSP60	computational	GO_Central	2020-02-06	Gaudet P, et al (2010)
TCM62	YBR044C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with P10809	computational	GO_Central	2020-02-06	Gaudet P, et al (2010)
TCM62	YBR044C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with ZDB-GENE-021206-1	computational	GO_Central	2020-02-06	Gaudet P, et al (2010)
GRS1	YBR121C	located in	GO:0005759	mitochondrial matrix	cellular component		IEA with SL-0170	computational	UniProt	2024-03-12	UniProt-GOA (2012)
PDB1	YBR221C	located in	GO:0005759	mitochondrial matrix	cellular component		IEA with SL-0170	computational	UniProt	2024-03-12	UniProt-GOA (2012)
MCX1	YBR227C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with PTN000137293	computational	GO_Central	2022-03-09	Gaudet P, et al (2010)
MCX1	YBR227C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with MCX1	computational	GO_Central	2022-03-09	Gaudet P, et al (2010)
MCX1	YBR227C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with locus:2154257	computational	GO_Central	2022-03-09	Gaudet P, et al (2010)
MCX1	YBR227C	is active in	GO:0005759	mitochondrial matrix	cellular component		IBA with O76031	computational	GO_Central	2022-03-09	Gaudet P, et al (2010)
SDH8	YBR269C	located in	GO:0005759	mitochondrial matrix	cellular component		IEA with SL-0170	computational	UniProt	2024-03-12	UniProt-GOA (2012)
