"Description","Count","p.adjust"
"Glycolysis / Gluconeogenesis",6,3.05790199015611e-05
"Ribosome",8,0.000659208187885325
"Carbon metabolism",6,0.000686397056785725
"Carbon fixation by Calvin cycle",3,0.00200019891836586
"Methane metabolism",3,0.00305559462174179
"Biosynthesis of amino acids",5,0.00537195624809533
"Biosynthesis of secondary metabolites",7,0.0361271268254196
"Propanoate metabolism",1,0.241203332171858
"Oxidative phosphorylation",2,0.241203332171858
"Fructose and mannose metabolism",1,0.299723514915687
"Pentose phosphate pathway",1,0.302335380408803
"Glycine, serine and threonine metabolism",1,0.302335380408803
"Citrate cycle (TCA cycle)",1,0.302335380408803
"Longevity regulating pathway - multiple species",1,0.336023898123743
"RNA degradation",1,0.459449495574173
"Lysosome biogenesis",1,0.459449495574173
"Endocytosis",1,0.497244406786076
"Spliceosome",1,0.500269457199036
"Protein processing in endoplasmic reticulum",1,0.501533155324577
