!
!Date: 01/05/2026
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
VAR1	Q0140	part of	GO:0005763	mitochondrial small ribosomal subunit	cellular component		IDA	manually curated	SGD	2014-12-08	Saveanu C, et al. (2001) PMID:11278769
VAR1	Q0140	part of	GO:0005763	mitochondrial small ribosomal subunit	cellular component		IDA	manually curated	SGD	2019-09-24	Groot GS, et al. (1979) PMID:384172
MRP21	YBL090W	part of	GO:0005763	mitochondrial small ribosomal subunit	cellular component		IDA	manually curated	SGD	2013-08-07	Green-Willms NS, et al. (1998) PMID:9528754
MRPS9	YBR146W	part of	GO:0005763	mitochondrial small ribosomal subunit	cellular component		IDA	manually curated	SGD	2014-12-08	Saveanu C, et al. (2001) PMID:11278769
MRPS5	YBR251W	part of	GO:0005763	mitochondrial small ribosomal subunit	cellular component		IDA	manually curated	SGD	2014-12-08	Saveanu C, et al. (2001) PMID:11278769
MRP10	YDL045W-A	part of	GO:0005763	mitochondrial small ribosomal subunit	cellular component		IDA	manually curated	SGD	2013-08-07	Kitakawa M, et al. (1997) PMID:9151978
MRP10	YDL045W-A	part of	GO:0005763	mitochondrial small ribosomal subunit	cellular component		IDA	manually curated	SGD	2013-08-07	Jin C, et al. (1997) PMID:9065385
EHD3	YDR036C	part of	GO:0005763	mitochondrial small ribosomal subunit	cellular component		IDA	manually curated	SGD	2018-08-30	Desai N, et al. (2017) PMID:28154081
RSM10	YDR041W	part of	GO:0005763	mitochondrial small ribosomal subunit	cellular component		IDA	manually curated	SGD	2014-12-08	Saveanu C, et al. (2001) PMID:11278769
RSM24	YDR175C	part of	GO:0005763	mitochondrial small ribosomal subunit	cellular component		IDA	manually curated	SGD	2014-12-08	Saveanu C, et al. (2001) PMID:11278769
