!
!Date: 01/05/2026
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
FUN12	YAL035W	located in	GO:0010494	cytoplasmic stress granule	cellular component		HDA	manually curated	SGD	2020-07-10	Jain S, et al. (2016) PMID:26777405
RBG1	YAL036C	located in	GO:0010494	cytoplasmic stress granule	cellular component		HDA	manually curated	SGD	2020-07-10	Jain S, et al. (2016) PMID:26777405
FUS3	YBL016W	located in	GO:0010494	cytoplasmic stress granule	cellular component		HDA	manually curated	SGD	2020-07-10	Jain S, et al. (2016) PMID:26777405
PKC1	YBL105C	located in	GO:0010494	cytoplasmic stress granule	cellular component		IDA	manually curated	SGD	2020-03-24	Amen T and Kaganovich D (2020) PMID:32184286
OLA1	YBR025C	located in	GO:0010494	cytoplasmic stress granule	cellular component		IDA	manually curated	SGD	2020-01-27	Wallace EW, et al. (2015) PMID:26359986
HSP26	YBR072W	located in	GO:0010494	cytoplasmic stress granule	cellular component		HDA	manually curated	SGD	2020-07-10	Jain S, et al. (2016) PMID:26777405
HSP26	YBR072W	located in	GO:0010494	cytoplasmic stress granule	cellular component		IDA	manually curated	SGD	2015-12-15	Cherkasov V, et al. (2013) PMID:24291094
RPG1	YBR079C	located in	GO:0010494	cytoplasmic stress granule	cellular component		IDA	manually curated	SGD	2013-08-07	Grousl T, et al. (2009) PMID:19470581
RPG1	YBR079C	located in	GO:0010494	cytoplasmic stress granule	cellular component		HDA	manually curated	SGD	2020-07-10	Jain S, et al. (2016) PMID:26777405
VMA2	YBR127C	located in	GO:0010494	cytoplasmic stress granule	cellular component		HDA	manually curated	SGD	2020-07-10	Jain S, et al. (2016) PMID:26777405
SUP45	YBR143C	located in	GO:0010494	cytoplasmic stress granule	cellular component		IDA	manually curated	SGD	2014-01-29	Grousl T, et al. (2013) PMID:23451152
CDC28	YBR160W	located in	GO:0010494	cytoplasmic stress granule	cellular component		HDA	manually curated	SGD	2020-07-10	Jain S, et al. (2016) PMID:26777405
