Orthogroup	protein_sgd	uniprotkb_proteome_UP000029867_2024_03_18
OG0000000		tr|A0A099NIB2|A0A099NIB2_PICKU, tr|A0A099NJP3|A0A099NJP3_PICKU, tr|A0A099NKV0|A0A099NKV0_PICKU, tr|A0A099NKW5|A0A099NKW5_PICKU, tr|A0A099NL14|A0A099NL14_PICKU, tr|A0A099NNW5|A0A099NNW5_PICKU, tr|A0A099NNY0|A0A099NNY0_PICKU, tr|A0A099NPH3|A0A099NPH3_PICKU, tr|A0A099NQ38|A0A099NQ38_PICKU, tr|A0A099NQA2|A0A099NQA2_PICKU, tr|A0A099NQZ0|A0A099NQZ0_PICKU, tr|A0A099NR04|A0A099NR04_PICKU, tr|A0A099NR32|A0A099NR32_PICKU, tr|A0A099NRE7|A0A099NRE7_PICKU, tr|A0A099NRL7|A0A099NRL7_PICKU, tr|A0A099NRM3|A0A099NRM3_PICKU, tr|A0A099NRN7|A0A099NRN7_PICKU, tr|A0A099NRU4|A0A099NRU4_PICKU, tr|A0A099NRX8|A0A099NRX8_PICKU, tr|A0A099NS92|A0A099NS92_PICKU, tr|A0A099NSB7|A0A099NSB7_PICKU, tr|A0A099NSG0|A0A099NSG0_PICKU, tr|A0A099NST1|A0A099NST1_PICKU, tr|A0A099NSW2|A0A099NSW2_PICKU, tr|A0A099NSX8|A0A099NSX8_PICKU, tr|A0A099NT99|A0A099NT99_PICKU, tr|A0A099NTA0|A0A099NTA0_PICKU, tr|A0A099NTF8|A0A099NTF8_PICKU, tr|A0A099NTK4|A0A099NTK4_PICKU, tr|A0A099NTN2|A0A099NTN2_PICKU, tr|A0A099NU42|A0A099NU42_PICKU, tr|A0A099NU51|A0A099NU51_PICKU, tr|A0A099NU52|A0A099NU52_PICKU, tr|A0A099NU57|A0A099NU57_PICKU, tr|A0A099NU62|A0A099NU62_PICKU, tr|A0A099NU67|A0A099NU67_PICKU, tr|A0A099NU69|A0A099NU69_PICKU, tr|A0A099NUF3|A0A099NUF3_PICKU, tr|A0A099NUM1|A0A099NUM1_PICKU, tr|A0A099NV32|A0A099NV32_PICKU, tr|A0A099NVD3|A0A099NVD3_PICKU, tr|A0A099NVF2|A0A099NVF2_PICKU, tr|A0A099NVM1|A0A099NVM1_PICKU, tr|A0A099NVT9|A0A099NVT9_PICKU, tr|A0A099NVV5|A0A099NVV5_PICKU, tr|A0A099NVW2|A0A099NVW2_PICKU, tr|A0A099NVX9|A0A099NVX9_PICKU, tr|A0A099NVY0|A0A099NVY0_PICKU, tr|A0A099NVZ6|A0A099NVZ6_PICKU, tr|A0A099NW00|A0A099NW00_PICKU, tr|A0A099NW11|A0A099NW11_PICKU, tr|A0A099NW16|A0A099NW16_PICKU, tr|A0A099NW25|A0A099NW25_PICKU, tr|A0A099NW38|A0A099NW38_PICKU, tr|A0A099NW46|A0A099NW46_PICKU, tr|A0A099NWK8|A0A099NWK8_PICKU, tr|A0A099NWQ6|A0A099NWQ6_PICKU, tr|A0A099NWU9|A0A099NWU9_PICKU, tr|A0A099NWX7|A0A099NWX7_PICKU, tr|A0A099NXW3|A0A099NXW3_PICKU, tr|A0A099NZR4|A0A099NZR4_PICKU, tr|A0A099P411|A0A099P411_PICKU, tr|A0A099P4J0|A0A099P4J0_PICKU
OG0000001	YAR009C, YBL005W-B, YBL100W-A, YBL100W-B, YBR012W-B, YCL019W, YCL020W, YDR034C-C, YDR034C-D, YDR098C-B, YDR210C-D, YDR210W-A, YDR210W-B, YDR261C-D, YDR261W-A, YDR261W-B, YDR316W-B, YDR365W-B, YER138C, YER160C, YFL002W-A, YFL002W-B, YGR027W-B, YGR038C-B, YGR161C-D, YGR161W-A, YGR161W-B, YHR214C-B, YJR027W, YJR029W, YLR035C-A, YLR157C-B, YLR227W-B, YLR410W-A, YLR410W-B, YML039W, YML045W, YMR045C, YMR050C, YNL054W-B, YNL284C-B, YOL103W-B, YOR142W-B, YOR192C-A, YOR192C-B, YOR343W-A, YOR343W-B, YPL257W-B, YPR137C-B, YPR158C-D, YPR158W-B	
OG0000002	YBL111C, YBL112C, YBL113C, YDR545W, YEL075C, YEL076C, YEL076C-A, YEL077C, YER189W, YER190W, YFL064C, YFL065C, YFL066C, YGR296W, YHL049C, YHL050C, YHR218W, YHR218W-A, YHR219W, YIL177C, YJL225C, YLL066C, YLL067C, YLR462W, YLR464W, YLR466W, YLR467W, YML133C, YNL339C, YOR396W, YPL283C, YPR202W, YPR203W, YPR204W	
OG0000003	YAL068C, YAR020C, YBL108C-A, YBR301W, YCR104W, YDR542W, YEL049W, YER011W, YFL020C, YGL261C, YGR294W, YHL046C, YIL011W, YIL176C, YIR041W, YJL223C, YJR150C, YJR151C, YKL096W, YKL096W-A, YKL224C, YLL025W, YLL064C, YLR037C, YLR461W, YMR325W, YNR076W, YOL161C, YOR009W, YOR010C, YOR394W, YPL282C	
OG0000004	YAR010C, YBL005W-A, YBR012W-A, YDR098C-A, YDR170W-A, YDR210C-C, YDR261C-C, YDR316W-A, YDR365W-A, YER137C-A, YER159C-A, YGR027W-A, YGR038C-A, YGR161C-C, YHR214C-C, YJR026W, YJR028W, YLR157C-A, YLR227W-A, YLR256W-A, YML040W, YML045W-A, YMR046C, YMR051C, YNL054W-A, YNL284C-A, YOL103W-A, YOR142W-A, YPL257W-A, YPR137C-A, YPR158C-C, YPR158W-A	
OG0000005	YAR023C, YAR027W, YAR028W, YAR029W, YAR031W, YAR033W, YBR302C, YCR007C, YCR102W-A, YDL248W, YFL062W, YGL051W, YGL053W, YGL263W, YGR295C, YHL042W, YHL043W, YHL044W, YHL048W, YIR043C, YJR161C, YKL219W, YML132W, YNL336W, YNR075W	
OG0000006	YBL113W-A, YDR545C-A, YEL077W-A, YER190C-B, YFL068W, YGR296C-B, YHL050W-A, YHR219C-A, YIL177W-A, YJL225W-A, YLL066W-A, YLL067W-A, YLR466C-A, YLR467C-A, YML133W-B, YNL339W-B, YOR396C-A, YPL283W-B, YPR204C-A	
OG0000007	YDR342C, YDR343C, YDR345C, YHR092C, YHR094C, YHR096C, YIL170W, YIL171W, YJL214W, YJL219W, YLR081W, YOL156W	tr|A0A099NU77|A0A099NU77_PICKU
OG0000008	YAL067W-A, YBL108W, YGL260W, YHL045W, YIL174W, YIL175W, YIR040C, YJL222W-A, YJL222W-B, YKL223W, YMR324C, YNR075C-A	
OG0000009	YAL068W-A, YDR543C, YEL074W, YER188C-A, YFL063W, YJR162C, YKL225W, YLL065W, YMR326C, YNL337W, YNR077C, YOL166W-A	
OG0000010	YBR240C	tr|A0A099NNZ6|A0A099NNZ6_PICKU, tr|A0A099NR14|A0A099NR14_PICKU, tr|A0A099NR52|A0A099NR52_PICKU, tr|A0A099NTA3|A0A099NTA3_PICKU, tr|A0A099NTI9|A0A099NTI9_PICKU, tr|A0A099NTK6|A0A099NTK6_PICKU, tr|A0A099NWU6|A0A099NWU6_PICKU, tr|A0A099NY64|A0A099NY64_PICKU, tr|A0A099P153|A0A099P153_PICKU, tr|A0A099P1D9|A0A099P1D9_PICKU, tr|A0A099P589|A0A099P589_PICKU
OG0000011		tr|A0A099NQT4|A0A099NQT4_PICKU, tr|A0A099NR01|A0A099NR01_PICKU, tr|A0A099NTN7|A0A099NTN7_PICKU, tr|A0A099NUL5|A0A099NUL5_PICKU, tr|A0A099NVE9|A0A099NVE9_PICKU, tr|A0A099NVG9|A0A099NVG9_PICKU, tr|A0A099NVH4|A0A099NVH4_PICKU, tr|A0A099NVJ8|A0A099NVJ8_PICKU, tr|A0A099NVM9|A0A099NVM9_PICKU, tr|A0A099NWC5|A0A099NWC5_PICKU, tr|A0A099NWD5|A0A099NWD5_PICKU
OG0000012	YAL063C, YAL064C-A, YAL065C, YAR050W, YAR061W, YFL051C, YHR211W, YHR212W-A, YHR213W, YKR102W	
OG0000013	YCR018C-A, YDR034C-A, YDR366C, YER181C, YGR122C-A, YLR334C, YMR046W-A, YOL013W-B, YOL106W, YPR002C-A	
OG0000014		tr|A0A099NTU3|A0A099NTU3_PICKU, tr|A0A099NTU8|A0A099NTU8_PICKU, tr|A0A099NUI2|A0A099NUI2_PICKU, tr|A0A099NW13|A0A099NW13_PICKU, tr|A0A099NWD2|A0A099NWD2_PICKU, tr|A0A099NWE3|A0A099NWE3_PICKU, tr|A0A099NWE8|A0A099NWE8_PICKU, tr|A0A099NWH8|A0A099NWH8_PICKU, tr|A0A099P5Z4|A0A099P5Z4_PICKU, tr|A0A099P6K2|A0A099P6K2_PICKU
OG0000015	YBL017C, YCR099C, YCR100C, YCR101C, YIL173W, YJL222W, YNR065C, YNR066C	tr|A0A099P9F9|A0A099P9F9_PICKU
OG0000016	YDR011W, YNR070W	tr|A0A099NS01|A0A099NS01_PICKU, tr|A0A099NU16|A0A099NU16_PICKU, tr|A0A099NWP5|A0A099NWP5_PICKU, tr|A0A099NYU7|A0A099NYU7_PICKU, tr|A0A099P2H6|A0A099P2H6_PICKU, tr|A0A099P475|A0A099P475_PICKU
OG0000017	YDR144C, YGL258W-A, YGL259W, YIL015W, YIR039C, YLR120C, YLR121C	tr|A0A099NYR4|A0A099NYR4_PICKU
OG0000018	YBR299W, YGR287C, YGR292W, YIL172C, YJL216C, YJL221C, YOL157C	
OG0000019	YDL120W, YML102W, YMR212C	tr|A0A099P0W0|A0A099P0W0_PICKU, tr|A0A099P126|A0A099P126_PICKU, tr|A0A099P384|A0A099P384_PICKU, tr|A0A099P3A8|A0A099P3A8_PICKU
OG0000020	YDR038C, YDR039C, YDR040C	tr|A0A099P7B2|A0A099P7B2_PICKU, tr|A0A099P7D5|A0A099P7D5_PICKU, tr|A0A099P9X5|A0A099P9X5_PICKU, tr|A0A099PA02|A0A099PA02_PICKU
OG0000021	YDR253C, YGR067C, YPL038W	tr|A0A099NV89|A0A099NV89_PICKU, tr|A0A099NXB0|A0A099NXB0_PICKU, tr|A0A099P6K1|A0A099P6K1_PICKU, tr|A0A099P8R7|A0A099P8R7_PICKU
OG0000022	YDR418W, YEL054C, YGR037C	tr|A0A099NT31|A0A099NT31_PICKU, tr|A0A099NUR6|A0A099NUR6_PICKU, tr|A0A099P5S3|A0A099P5S3_PICKU, tr|A0A099P6N1|A0A099P6N1_PICKU
OG0000023	YDR485C, YDR486C, YDR487C	tr|A0A099NU29|A0A099NU29_PICKU, tr|A0A099NWK1|A0A099NWK1_PICKU, tr|A0A099NWL7|A0A099NWL7_PICKU, tr|A0A099NWQ7|A0A099NWQ7_PICKU
OG0000024	YPR194C	tr|A0A099NSL3|A0A099NSL3_PICKU, tr|A0A099NT27|A0A099NT27_PICKU, tr|A0A099NUT4|A0A099NUT4_PICKU, tr|A0A099NVS1|A0A099NVS1_PICKU, tr|A0A099NVV8|A0A099NVV8_PICKU, tr|A0A099P3D3|A0A099P3D3_PICKU
OG0000025	Q0045, Q0050, Q0055, Q0060, Q0065, Q0070, Q0075	
OG0000026	Q0105, Q0110, Q0115, Q0120, Q0160, Q0255	tr|A0A099NXT2|A0A099NXT2_PICKU
OG0000027		tr|A0A099NSP1|A0A099NSP1_PICKU, tr|A0A099NSW7|A0A099NSW7_PICKU, tr|A0A099NTE0|A0A099NTE0_PICKU, tr|A0A099NWJ6|A0A099NWJ6_PICKU, tr|A0A099NWS5|A0A099NWS5_PICKU, tr|A0A099NX96|A0A099NX96_PICKU, tr|A0A099P3G7|A0A099P3G7_PICKU
OG0000028		tr|A0A099NP52|A0A099NP52_PICKU, tr|A0A099NQP8|A0A099NQP8_PICKU, tr|A0A099NWA9|A0A099NWA9_PICKU, tr|A0A099NX68|A0A099NX68_PICKU, tr|A0A099NXB8|A0A099NXB8_PICKU, tr|A0A099NY05|A0A099NY05_PICKU, tr|A0A099P1L3|A0A099P1L3_PICKU
OG0000029		tr|A0A099NQG1|A0A099NQG1_PICKU, tr|A0A099NR15|A0A099NR15_PICKU, tr|A0A099NRU8|A0A099NRU8_PICKU, tr|A0A099NSR4|A0A099NSR4_PICKU, tr|A0A099NTT3|A0A099NTT3_PICKU, tr|A0A099NWW7|A0A099NWW7_PICKU, tr|A0A099P2U2|A0A099P2U2_PICKU
OG0000030	YBL068W-A, YBL069W, YER101C, YMR152W	tr|A0A099P713|A0A099P713_PICKU, tr|A0A099P7R5|A0A099P7R5_PICKU
OG0000031	YBL109W, YDR544C, YHR217C, YLL066W-B, YLR466C-B, YNL338W	
OG0000032	YCL073C, YEL065W, YHL040C, YHL047C, YKR106W, YOL158C	
OG0000033	YCL074W, YHL009W-A, YHL009W-B, YJL113W, YJL114W, YPL060C-A	
OG0000034	YCR028C	tr|A0A099NUP8|A0A099NUP8_PICKU, tr|A0A099NV40|A0A099NV40_PICKU, tr|A0A099NVA1|A0A099NVA1_PICKU, tr|A0A099NW26|A0A099NW26_PICKU, tr|A0A099P899|A0A099P899_PICKU
OG0000035	YCR107W, YDL243C, YFL056C, YJR155W, YNL331C, YOL165C	
OG0000036	YDL080C, YGR087C, YLR044C, YLR134W	tr|A0A099NTY2|A0A099NTY2_PICKU, tr|A0A099P7E7|A0A099P7E7_PICKU
OG0000037	YDL219W	tr|A0A099NUR8|A0A099NUR8_PICKU, tr|A0A099NX57|A0A099NX57_PICKU, tr|A0A099NXR9|A0A099NXR9_PICKU, tr|A0A099P072|A0A099P072_PICKU, tr|A0A099P3V4|A0A099P3V4_PICKU
OG0000038	YDR242W	tr|A0A099NTE1|A0A099NTE1_PICKU, tr|A0A099NVC3|A0A099NVC3_PICKU, tr|A0A099P0M1|A0A099P0M1_PICKU, tr|A0A099P637|A0A099P637_PICKU, tr|A0A099P7J5|A0A099P7J5_PICKU
OG0000039	YER001W, YGL257C, YIL014W, YNR059W	tr|A0A099NTJ0|A0A099NTJ0_PICKU, tr|A0A099NXD8|A0A099NXD8_PICKU
OG0000040	YER190C-A, YFL067W, YGR296C-A, YML133W-A, YNL339W-A, YPL283W-A	
OG0000041	YGR108W, YGR109C, YPR119W, YPR120C	tr|A0A099NSV2|A0A099NSV2_PICKU, tr|A0A099P4I8|A0A099P4I8_PICKU
OG0000042	YHR137W	tr|A0A099NSM0|A0A099NSM0_PICKU, tr|A0A099NTB1|A0A099NTB1_PICKU, tr|A0A099NV25|A0A099NV25_PICKU, tr|A0A099NV98|A0A099NV98_PICKU, tr|A0A099NYA9|A0A099NYA9_PICKU
OG0000043	YIL166C, YOL163W	tr|A0A099NUZ3|A0A099NUZ3_PICKU, tr|A0A099NZS3|A0A099NZS3_PICKU, tr|A0A099NZZ8|A0A099NZZ8_PICKU, tr|A0A099P1I0|A0A099P1I0_PICKU
OG0000044	YJL129C, YKR050W	tr|A0A099NRQ6|A0A099NRQ6_PICKU, tr|A0A099NRT3|A0A099NRT3_PICKU, tr|A0A099NW93|A0A099NW93_PICKU, tr|A0A099P107|A0A099P107_PICKU
OG0000045		tr|A0A099NT72|A0A099NT72_PICKU, tr|A0A099NTS7|A0A099NTS7_PICKU, tr|A0A099NVQ2|A0A099NVQ2_PICKU, tr|A0A099NVT1|A0A099NVT1_PICKU, tr|A0A099NWP8|A0A099NWP8_PICKU, tr|A0A099NYZ9|A0A099NYZ9_PICKU
OG0000046		tr|A0A099NNT7|A0A099NNT7_PICKU, tr|A0A099NQY4|A0A099NQY4_PICKU, tr|A0A099NRI0|A0A099NRI0_PICKU, tr|A0A099NRK9|A0A099NRK9_PICKU, tr|A0A099NU30|A0A099NU30_PICKU, tr|A0A099NZZ2|A0A099NZZ2_PICKU
OG0000047		tr|A0A099NRE9|A0A099NRE9_PICKU, tr|A0A099NRL6|A0A099NRL6_PICKU, tr|A0A099NRM8|A0A099NRM8_PICKU, tr|A0A099NSB9|A0A099NSB9_PICKU, tr|A0A099NTZ5|A0A099NTZ5_PICKU, tr|A0A099NUK6|A0A099NUK6_PICKU
OG0000048	YAR071W, YBR092C, YBR093C, YDL024C, YHR215W	
OG0000049	YBL061C, YDL203C, YER096W	tr|A0A099P240|A0A099P240_PICKU, tr|A0A099P972|A0A099P972_PICKU
OG0000050	YBL107W-A, YER138W-A, YHR145C, YIL060W, YOR192C-C	
OG0000051	YBR014C, YDL010W, YPL156C	tr|A0A099NTC0|A0A099NTC0_PICKU, tr|A0A099NVU8|A0A099NVU8_PICKU
OG0000052	YBR052C, YCR004C, YDR032C	tr|A0A099NYG8|A0A099NYG8_PICKU, tr|A0A099P0P2|A0A099P0P2_PICKU
OG0000053	YBR238C, YGL107C	tr|A0A099NPR2|A0A099NPR2_PICKU, tr|A0A099P2C0|A0A099P2C0_PICKU, tr|A0A099P990|A0A099P990_PICKU
OG0000054	YCL067C, YCR039C, YCR096C, YGL096W, YPL177C	
OG0000055	YCL069W, YGR224W, YKR105C, YPR198W	tr|A0A099P8W1|A0A099P8W1_PICKU
OG0000056	YCR010C, YNR002C	tr|A0A099P6N8|A0A099P6N8_PICKU, tr|A0A099P8V4|A0A099P8V4_PICKU, tr|A0A099P9K2|A0A099P9K2_PICKU
OG0000057	YCR018C, YIR013C, YLR013W, YMR136W, YPL021W	
OG0000058	YCR083W, YGR209C, YLR043C, YOL088C	tr|A0A099P8I3|A0A099P8I3_PICKU
OG0000059	YDL144C	tr|A0A099NWP0|A0A099NWP0_PICKU, tr|A0A099P2Y7|A0A099P2Y7_PICKU, tr|A0A099P5C4|A0A099P5C4_PICKU, tr|A0A099P5X7|A0A099P5X7_PICKU
